,density,shape,sizeBin
100,1085.4736328125,1.941863134765625,4.283625732421875
101,1085.4736328125,2.483837255859375,4.283625732421875
102,1543.2373046875,1.941863134765625,4.283625732421875
103,1543.2373046875,2.483837255859375,1.6762560058593752
104,1543.2373046875,2.483837255859375,4.283625732421875
105,1460.4736328125,3.4418131347656247,4.176206005859376
106,1168.2373046875,3.4418131347656247,4.176206005859376
107,1460.4736328125,3.983787255859375,4.176206005859376
108,1460.4736328125,3.4418131347656247,1.783675732421875
109,1460.4736328125,3.983787255859375,1.783675732421875
110,1168.2373046875,3.4418131347656247,1.783675732421875
111,1168.2373046875,3.983787255859375,4.176206005859376
112,1168.2373046875,3.983787255859375,1.783675732421875
113,1272.9736328125,1.191888134765625,2.926231005859375
114,1355.7373046875,1.191888134765625,2.926231005859375
115,1272.9736328125,3.233812255859375,2.926231005859375
116,1272.9736328125,1.191888134765625,3.033650732421875
117,1272.9736328125,3.233812255859375,3.033650732421875
118,1355.7373046875,1.191888134765625,3.033650732421875
119,1355.7373046875,3.233812255859375,2.926231005859375
120,1355.7373046875,3.233812255859375,3.033650732421875
121,897.9736328125,2.691838134765625,5.426181005859375
122,980.7373046875,2.691838134765625,5.426181005859375
123,897.9736328125,1.7338622558593748,5.426181005859375
124,897.9736328125,2.691838134765625,5.533600732421875
125,897.9736328125,1.7338622558593748,5.533600732421875
126,980.7373046875,2.691838134765625,5.533600732421875
127,980.7373046875,1.7338622558593748,5.426181005859375
128,980.7373046875,1.7338622558593748,5.533600732421875
129,921.4111328125,1.285635009765625,1.207515380859375
130,1472.9248046875,1.285635009765625,1.207515380859375
131,921.4111328125,3.327559130859375,1.207515380859375
132,921.4111328125,1.285635009765625,1.627428857421875
133,921.4111328125,3.327559130859375,1.627428857421875
134,1472.9248046875,1.285635009765625,1.627428857421875
135,1472.9248046875,3.327559130859375,1.207515380859375
136,1472.9248046875,3.327559130859375,1.627428857421875
137,1296.4111328125,2.785585009765625,3.707465380859375
138,1097.9248046875,2.785585009765625,3.707465380859375
139,1296.4111328125,1.827609130859375,3.707465380859375
140,1296.4111328125,2.785585009765625,4.127378857421875
141,1296.4111328125,1.827609130859375,4.127378857421875
142,1097.9248046875,2.785585009765625,4.127378857421875
143,1097.9248046875,1.827609130859375,3.707465380859375
144,1097.9248046875,1.827609130859375,4.127378857421875
145,1483.9111328125,2.035610009765625,2.457490380859375
146,1285.4248046875,2.035610009765625,2.457490380859375
147,1483.9111328125,1.077634130859375,2.457490380859375
148,1483.9111328125,2.035610009765625,5.377353857421875
149,1483.9111328125,1.077634130859375,5.377353857421875
150,1285.4248046875,2.035610009765625,5.377353857421875
151,1285.4248046875,1.077634130859375,2.457490380859375
152,1285.4248046875,1.077634130859375,5.377353857421875
153,1108.9111328125,3.535560009765625,4.957440380859375
154,910.4248046875,3.535560009765625,4.957440380859375
155,1108.9111328125,2.5775841308593748,4.957440380859375
156,1108.9111328125,3.535560009765625,2.877403857421875
157,1108.9111328125,2.5775841308593748,2.877403857421875
158,910.4248046875,3.535560009765625,2.877403857421875
159,910.4248046875,2.5775841308593748,4.957440380859375
160,910.4248046875,2.5775841308593748,2.877403857421875
161,1202.6611328125,2.410597509765625,4.332452880859375
162,1004.1748046875,2.410597509765625,4.332452880859375
163,1202.6611328125,2.952571630859375,4.332452880859375
164,1202.6611328125,2.410597509765625,1.002441357421875
165,1202.6611328125,2.952571630859375,1.002441357421875
166,1004.1748046875,2.410597509765625,1.002441357421875
167,1004.1748046875,2.952571630859375,4.332452880859375
168,1004.1748046875,2.952571630859375,1.002441357421875
169,1577.6611328125,3.9105475097656246,1.832502880859375
170,1379.1748046875,3.9105475097656246,1.832502880859375
171,1577.6611328125,1.452621630859375,1.832502880859375
172,1577.6611328125,3.9105475097656246,3.502391357421875
173,1577.6611328125,1.452621630859375,3.502391357421875
174,1379.1748046875,3.9105475097656246,3.502391357421875
175,1379.1748046875,1.452621630859375,1.832502880859375
176,1379.1748046875,1.452621630859375,3.502391357421875
177,1390.1611328125,1.6606225097656249,5.582427880859375
178,1191.6748046875,1.6606225097656249,5.582427880859375
179,1390.1611328125,2.202596630859375,5.582427880859375
180,1390.1611328125,1.6606225097656249,4.7523663574218755
181,1390.1611328125,2.202596630859375,4.7523663574218755
182,1191.6748046875,1.6606225097656249,4.7523663574218755
183,1191.6748046875,2.202596630859375,5.582427880859375
184,1191.6748046875,2.202596630859375,4.7523663574218755
185,1015.1611328125,3.160572509765625,3.082477880859375
186,1566.6748046875,3.160572509765625,3.082477880859375
187,1015.1611328125,3.702546630859375,3.082477880859375
188,1015.1611328125,3.160572509765625,2.252416357421875
189,1015.1611328125,3.702546630859375,2.252416357421875
190,1566.6748046875,3.160572509765625,2.252416357421875
191,1566.6748046875,3.702546630859375,3.082477880859375
192,1566.6748046875,3.702546630859375,2.252416357421875
193,968.2861328125,1.848116259765625,5.8949216308593755
194,1332.2998046875,1.848116259765625,5.8949216308593755
195,968.2861328125,2.015102880859375,5.8949216308593755
196,968.2861328125,1.848116259765625,3.1898976074218752
197,968.2861328125,2.015102880859375,3.1898976074218752
198,1332.2998046875,1.848116259765625,3.1898976074218752
199,1332.2998046875,2.015102880859375,5.8949216308593755
200,1332.2998046875,2.015102880859375,3.1898976074218752
201,1343.2861328125,3.3480662597656248,3.394971630859375
202,957.2998046875,3.3480662597656248,3.394971630859375
203,1343.2861328125,3.5150528808593746,3.394971630859375
204,1343.2861328125,3.3480662597656248,5.689847607421875
205,1343.2861328125,3.5150528808593746,5.689847607421875
206,957.2998046875,3.3480662597656248,5.689847607421875
207,957.2998046875,3.5150528808593746,3.394971630859375
208,957.2998046875,3.5150528808593746,5.689847607421875
209,1530.7861328125,1.098141259765625,4.6449466308593745
210,1519.7998046875,1.098141259765625,4.6449466308593745
211,1530.7861328125,2.7650778808593746,4.6449466308593745
212,1530.7861328125,1.098141259765625,4.439872607421876
213,1530.7861328125,2.7650778808593746,4.439872607421876
214,1519.7998046875,1.098141259765625,4.439872607421876
215,1519.7998046875,2.7650778808593746,4.6449466308593745
216,1519.7998046875,2.7650778808593746,4.439872607421876
217,1155.7861328125,2.598091259765625,2.1449966308593753
218,1144.7998046875,2.598091259765625,2.1449966308593753
219,1155.7861328125,1.2651278808593749,2.1449966308593753
220,1155.7861328125,2.598091259765625,1.9399226074218752
221,1155.7861328125,1.2651278808593749,1.9399226074218752
222,1144.7998046875,2.598091259765625,1.9399226074218752
223,1144.7998046875,1.2651278808593749,2.1449966308593753
224,1144.7998046875,1.2651278808593749,1.9399226074218752
225,1062.0361328125,1.473128759765625,2.769984130859375
226,1051.0498046875,1.473128759765625,2.769984130859375
227,1062.0361328125,1.640115380859375,2.769984130859375
228,1062.0361328125,1.473128759765625,2.564910107421875
229,1062.0361328125,1.640115380859375,2.564910107421875
230,1051.0498046875,1.473128759765625,2.564910107421875
231,1051.0498046875,1.640115380859375,2.769984130859375
232,1051.0498046875,1.640115380859375,2.564910107421875
233,1437.0361328125,2.9730787597656247,5.269934130859375
234,1426.0498046875,2.9730787597656247,5.269934130859375
235,1437.0361328125,3.140065380859375,5.269934130859375
236,1437.0361328125,2.9730787597656247,5.064860107421875
237,1437.0361328125,3.140065380859375,5.064860107421875
238,1426.0498046875,2.9730787597656247,5.064860107421875
239,1426.0498046875,3.140065380859375,5.269934130859375
240,1426.0498046875,3.140065380859375,5.064860107421875
241,1249.5361328125,2.2231037597656247,1.520009130859375
242,863.5498046875,2.2231037597656247,1.520009130859375
243,1249.5361328125,3.8900403808593746,1.520009130859375
244,1249.5361328125,2.2231037597656247,3.8148851074218753
245,1249.5361328125,3.8900403808593746,3.8148851074218753
246,863.5498046875,2.2231037597656247,3.8148851074218753
247,863.5498046875,3.8900403808593746,1.520009130859375
248,863.5498046875,3.8900403808593746,3.8148851074218753
249,874.5361328125,3.723053759765625,4.019959130859375
250,1238.5498046875,3.723053759765625,4.019959130859375
251,874.5361328125,2.390090380859375,4.019959130859375
252,874.5361328125,3.723053759765625,1.3149351074218751
253,874.5361328125,2.390090380859375,1.3149351074218751
254,1238.5498046875,3.723053759765625,1.3149351074218751
255,1238.5498046875,2.390090380859375,4.019959130859375
256,1238.5498046875,2.390090380859375,1.3149351074218751
257,886.2548828125,1.426255322265625,4.879316943359376
258,1554.9560546875,1.426255322265625,4.879316943359376
259,886.2548828125,2.9994450683593747,4.879316943359376
260,886.2548828125,1.426255322265625,2.018046044921875
261,886.2548828125,2.9994450683593747,2.018046044921875
262,1554.9560546875,1.426255322265625,2.018046044921875
263,1554.9560546875,2.9994450683593747,4.879316943359376
264,1554.9560546875,2.9994450683593747,2.018046044921875
265,1261.2548828125,2.926205322265625,2.379366943359375
266,1179.9560546875,2.926205322265625,2.379366943359375
267,1261.2548828125,1.499495068359375,2.379366943359375
268,1261.2548828125,2.926205322265625,4.517996044921875
269,1261.2548828125,1.499495068359375,4.517996044921875
270,1179.9560546875,2.926205322265625,4.517996044921875
271,1179.9560546875,1.499495068359375,2.379366943359375
272,1179.9560546875,1.499495068359375,4.517996044921875
273,1448.7548828125,2.176230322265625,3.629341943359375
274,1367.4560546875,2.176230322265625,3.629341943359375
275,1448.7548828125,2.2494700683593747,3.629341943359375
276,1448.7548828125,2.176230322265625,5.767971044921875
277,1448.7548828125,2.2494700683593747,5.767971044921875
278,1367.4560546875,2.176230322265625,5.767971044921875
279,1367.4560546875,2.2494700683593747,3.629341943359375
280,1367.4560546875,2.2494700683593747,5.767971044921875
281,1073.7548828125,3.676180322265625,1.129391943359375
282,992.4560546875,3.676180322265625,1.129391943359375
283,1073.7548828125,3.749420068359375,1.129391943359375
284,1073.7548828125,3.676180322265625,3.268021044921875
285,1073.7548828125,3.749420068359375,3.268021044921875
286,992.4560546875,3.676180322265625,3.268021044921875
287,992.4560546875,3.749420068359375,1.129391943359375
288,992.4560546875,3.749420068359375,3.268021044921875
289,1167.5048828125,1.801242822265625,3.004354443359375
290,898.7060546875,1.801242822265625,3.004354443359375
291,1167.5048828125,3.3744325683593748,3.004354443359375
292,1167.5048828125,1.801242822265625,1.393058544921875
293,1167.5048828125,3.3744325683593748,1.393058544921875
294,898.7060546875,1.801242822265625,1.393058544921875
295,898.7060546875,3.3744325683593748,3.004354443359375
296,898.7060546875,3.3744325683593748,1.393058544921875
297,1542.5048828125,3.301192822265625,5.504304443359375
298,1273.7060546875,3.301192822265625,5.504304443359375
299,1542.5048828125,1.874482568359375,5.504304443359375
300,1542.5048828125,3.301192822265625,3.893008544921875
301,1542.5048828125,1.874482568359375,3.893008544921875
302,1273.7060546875,3.301192822265625,3.893008544921875
303,1273.7060546875,1.874482568359375,5.504304443359375
304,1273.7060546875,1.874482568359375,3.893008544921875
305,1355.0048828125,1.051267822265625,1.7543794433593751
306,1086.2060546875,1.051267822265625,1.7543794433593751
307,1355.0048828125,1.124507568359375,1.7543794433593751
308,1355.0048828125,1.051267822265625,5.142983544921875
309,1355.0048828125,1.124507568359375,5.142983544921875
310,1086.2060546875,1.051267822265625,5.142983544921875
311,1086.2060546875,1.124507568359375,1.7543794433593751
312,1086.2060546875,1.124507568359375,5.142983544921875
313,980.0048828125,2.5512178222656248,4.254329443359375
314,1461.2060546875,2.5512178222656248,4.254329443359375
315,980.0048828125,2.624457568359375,4.254329443359375
316,980.0048828125,2.5512178222656248,2.643033544921875
317,980.0048828125,2.624457568359375,2.643033544921875
318,1461.2060546875,2.5512178222656248,2.643033544921875
319,1461.2060546875,2.624457568359375,4.254329443359375
320,1461.2060546875,2.624457568359375,2.643033544921875
321,1026.8798828125,2.363724072265625,2.066873193359375
322,1226.8310546875,2.363724072265625,2.066873193359375
323,1026.8798828125,1.6869888183593749,2.066873193359375
324,1026.8798828125,2.363724072265625,2.9555272949218754
325,1026.8798828125,1.6869888183593749,2.9555272949218754
326,1226.8310546875,2.363724072265625,2.9555272949218754
327,1226.8310546875,1.6869888183593749,2.066873193359375
328,1226.8310546875,1.6869888183593749,2.9555272949218754
329,1401.8798828125,3.8636740722656246,4.566823193359375
330,851.8310546875,3.8636740722656246,4.566823193359375
331,1401.8798828125,3.186938818359375,4.566823193359375
332,1401.8798828125,3.8636740722656246,5.4554772949218755
333,1401.8798828125,3.186938818359375,5.4554772949218755
334,851.8310546875,3.8636740722656246,5.4554772949218755
335,851.8310546875,3.186938818359375,4.566823193359375
336,851.8310546875,3.186938818359375,5.4554772949218755
337,1589.3798828125,1.613749072265625,3.316848193359375
338,1414.3310546875,1.613749072265625,3.316848193359375
339,1589.3798828125,3.9369138183593746,3.316848193359375
340,1589.3798828125,1.613749072265625,4.2055022949218746
341,1589.3798828125,3.9369138183593746,4.2055022949218746
342,1414.3310546875,1.613749072265625,4.2055022949218746
343,1414.3310546875,3.9369138183593746,3.316848193359375
344,1414.3310546875,3.9369138183593746,4.2055022949218746
345,1214.3798828125,3.113699072265625,5.816798193359375
346,1039.3310546875,3.113699072265625,5.816798193359375
347,1214.3798828125,2.436963818359375,5.816798193359375
348,1214.3798828125,3.113699072265625,1.7055522949218749
349,1214.3798828125,2.436963818359375,1.7055522949218749
350,1039.3310546875,3.113699072265625,1.7055522949218749
351,1039.3310546875,2.436963818359375,5.816798193359375
352,1039.3310546875,2.436963818359375,1.7055522949218749
353,1120.6298828125,1.2387615722656249,3.941835693359375
354,1133.0810546875,1.2387615722656249,3.941835693359375
355,1120.6298828125,2.061976318359375,3.941835693359375
356,1120.6298828125,1.2387615722656249,2.330539794921875
357,1120.6298828125,2.061976318359375,2.330539794921875
358,1133.0810546875,1.2387615722656249,2.330539794921875
359,1133.0810546875,2.061976318359375,3.941835693359375
360,1133.0810546875,2.061976318359375,2.330539794921875
361,1495.6298828125,2.7387115722656246,1.4418856933593749
362,1508.0810546875,2.7387115722656246,1.4418856933593749
363,1495.6298828125,3.561926318359375,1.4418856933593749
364,1495.6298828125,2.7387115722656246,4.830489794921875
365,1495.6298828125,3.561926318359375,4.830489794921875
366,1508.0810546875,2.7387115722656246,4.830489794921875
367,1508.0810546875,3.561926318359375,1.4418856933593749
368,1508.0810546875,3.561926318359375,4.830489794921875
369,1308.1298828125,1.988736572265625,5.1918106933593755
370,945.5810546875,1.988736572265625,5.1918106933593755
371,1308.1298828125,2.811951318359375,5.1918106933593755
372,1308.1298828125,1.988736572265625,3.580514794921875
373,1308.1298828125,2.811951318359375,3.580514794921875
374,945.5810546875,1.988736572265625,3.580514794921875
375,945.5810546875,2.811951318359375,5.1918106933593755
376,945.5810546875,2.811951318359375,3.580514794921875
377,933.1298828125,3.4886865722656246,2.6918606933593754
378,1320.5810546875,3.4886865722656246,2.6918606933593754
379,933.1298828125,1.312001318359375,2.6918606933593754
380,933.1298828125,3.4886865722656246,1.080564794921875
381,933.1298828125,1.312001318359375,1.080564794921875
382,1320.5810546875,3.4886865722656246,1.080564794921875
383,1320.5810546875,1.312001318359375,2.6918606933593754
384,1320.5810546875,1.312001318359375,1.080564794921875
385,909.6923828125,2.082483447265625,4.723070068359375
386,1109.6435546875,2.082483447265625,4.723070068359375
387,909.6923828125,3.655673193359375,4.723070068359375
388,909.6923828125,2.082483447265625,4.986736669921875
389,909.6923828125,3.655673193359375,4.986736669921875
390,1109.6435546875,2.082483447265625,4.986736669921875
391,1109.6435546875,3.655673193359375,4.723070068359375
392,1109.6435546875,3.655673193359375,4.986736669921875
393,1284.6923828125,3.582433447265625,2.223120068359375
394,1484.6435546875,3.582433447265625,2.223120068359375
395,1284.6923828125,2.155723193359375,2.223120068359375
396,1284.6923828125,3.582433447265625,2.486786669921875
397,1284.6923828125,2.155723193359375,2.486786669921875
398,1484.6435546875,3.582433447265625,2.486786669921875
399,1484.6435546875,2.155723193359375,2.223120068359375
400,1484.6435546875,2.155723193359375,2.486786669921875
401,1472.1923828125,1.332508447265625,5.973045068359375
402,922.1435546875,1.332508447265625,5.973045068359375
403,1472.1923828125,1.405748193359375,5.973045068359375
404,1472.1923828125,1.332508447265625,1.236811669921875
405,1472.1923828125,1.405748193359375,1.236811669921875
406,922.1435546875,1.332508447265625,1.236811669921875
407,922.1435546875,1.405748193359375,5.973045068359375
408,922.1435546875,1.405748193359375,1.236811669921875
409,1097.1923828125,2.832458447265625,3.4730950683593753
410,1297.1435546875,2.832458447265625,3.4730950683593753
411,1097.1923828125,2.905698193359375,3.4730950683593753
412,1097.1923828125,2.832458447265625,3.7367616699218753
413,1097.1923828125,2.905698193359375,3.7367616699218753
414,1297.1435546875,2.832458447265625,3.7367616699218753
415,1297.1435546875,2.905698193359375,3.4730950683593753
416,1297.1435546875,2.905698193359375,3.7367616699218753
417,1190.9423828125,1.7074959472656248,1.598132568359375
418,1390.8935546875,1.7074959472656248,1.598132568359375
419,1190.9423828125,2.530710693359375,1.598132568359375
420,1190.9423828125,1.7074959472656248,5.611724169921875
421,1190.9423828125,2.530710693359375,5.611724169921875
422,1390.8935546875,1.7074959472656248,5.611724169921875
423,1390.8935546875,2.530710693359375,1.598132568359375
424,1390.8935546875,2.530710693359375,5.611724169921875
425,1565.9423828125,3.207445947265625,4.098082568359375
426,1015.8935546875,3.207445947265625,4.098082568359375
427,1565.9423828125,1.030760693359375,4.098082568359375
428,1565.9423828125,3.207445947265625,3.1117741699218753
429,1565.9423828125,1.030760693359375,3.1117741699218753
430,1015.8935546875,3.207445947265625,3.1117741699218753
431,1015.8935546875,1.030760693359375,4.098082568359375
432,1015.8935546875,1.030760693359375,3.1117741699218753
433,1378.4423828125,2.457470947265625,2.8481075683593753
434,1578.3935546875,2.457470947265625,2.8481075683593753
435,1378.4423828125,1.780735693359375,2.8481075683593753
436,1378.4423828125,2.457470947265625,1.861799169921875
437,1378.4423828125,1.780735693359375,1.861799169921875
438,1578.3935546875,2.457470947265625,1.861799169921875
439,1578.3935546875,1.780735693359375,2.8481075683593753
440,1578.3935546875,1.780735693359375,1.861799169921875
441,1003.4423828125,3.957420947265625,5.348057568359375
442,1203.3935546875,3.957420947265625,5.348057568359375
443,1003.4423828125,3.280685693359375,5.348057568359375
444,1003.4423828125,3.957420947265625,4.361749169921875
445,1003.4423828125,3.280685693359375,4.361749169921875
446,1203.3935546875,3.957420947265625,4.361749169921875
447,1203.3935546875,3.280685693359375,5.348057568359375
448,1203.3935546875,3.280685693359375,4.361749169921875
449,956.5673828125,1.145014697265625,2.535613818359375
450,969.0185546875,1.145014697265625,2.535613818359375
451,956.5673828125,2.3432169433593746,2.535613818359375
452,956.5673828125,1.145014697265625,4.0492554199218755
453,956.5673828125,2.3432169433593746,4.0492554199218755
454,969.0185546875,1.145014697265625,4.0492554199218755
455,969.0185546875,2.3432169433593746,2.535613818359375
456,969.0185546875,2.3432169433593746,4.0492554199218755
457,1331.5673828125,2.6449646972656247,5.035563818359376
458,1344.0185546875,2.6449646972656247,5.035563818359376
459,1331.5673828125,3.8431669433593747,5.035563818359376
460,1331.5673828125,2.6449646972656247,1.549305419921875
461,1331.5673828125,3.8431669433593747,1.549305419921875
462,1344.0185546875,2.6449646972656247,1.549305419921875
463,1344.0185546875,3.8431669433593747,5.035563818359376
464,1344.0185546875,3.8431669433593747,1.549305419921875
465,1519.0673828125,1.894989697265625,1.285638818359375
466,1156.5185546875,1.894989697265625,1.285638818359375
467,1519.0673828125,3.0931919433593746,1.285638818359375
468,1519.0673828125,1.894989697265625,2.799280419921875
469,1519.0673828125,3.0931919433593746,2.799280419921875
470,1156.5185546875,1.894989697265625,2.799280419921875
471,1156.5185546875,3.0931919433593746,1.285638818359375
472,1156.5185546875,3.0931919433593746,2.799280419921875
473,1144.0673828125,3.3949396972656247,3.785588818359375
474,1531.5185546875,3.3949396972656247,3.785588818359375
475,1144.0673828125,1.593241943359375,3.785588818359375
476,1144.0673828125,3.3949396972656247,5.299230419921876
477,1144.0673828125,1.593241943359375,5.299230419921876
478,1531.5185546875,3.3949396972656247,5.299230419921876
479,1531.5185546875,1.593241943359375,3.785588818359375
480,1531.5185546875,1.593241943359375,5.299230419921876
481,1050.3173828125,2.269977197265625,5.660551318359375
482,1437.7685546875,2.269977197265625,5.660551318359375
483,1050.3173828125,1.218254443359375,5.660551318359375
484,1050.3173828125,2.269977197265625,4.674242919921875
485,1050.3173828125,1.218254443359375,4.674242919921875
486,1437.7685546875,2.269977197265625,4.674242919921875
487,1437.7685546875,1.218254443359375,5.660551318359375
488,1437.7685546875,1.218254443359375,4.674242919921875
489,1425.3173828125,3.7699271972656248,3.160601318359375
490,1062.7685546875,3.7699271972656248,3.160601318359375
491,1425.3173828125,2.718204443359375,3.160601318359375
492,1425.3173828125,3.7699271972656248,2.174292919921875
493,1425.3173828125,2.718204443359375,2.174292919921875
494,1062.7685546875,3.7699271972656248,2.174292919921875
495,1062.7685546875,2.718204443359375,3.160601318359375
496,1062.7685546875,2.718204443359375,2.174292919921875
497,1237.8173828125,1.520002197265625,4.410576318359375
498,1250.2685546875,1.520002197265625,4.410576318359375
499,1237.8173828125,3.4681794433593747,4.410576318359375
500,1237.8173828125,1.520002197265625,3.424267919921875
501,1237.8173828125,3.4681794433593747,3.424267919921875
502,1250.2685546875,1.520002197265625,3.424267919921875
503,1250.2685546875,3.4681794433593747,4.410576318359375
504,1250.2685546875,3.4681794433593747,3.424267919921875
505,862.8173828125,3.0199521972656247,1.910626318359375
506,875.2685546875,3.0199521972656247,1.910626318359375
507,862.8173828125,1.968229443359375,1.910626318359375
508,862.8173828125,3.0199521972656247,5.924217919921875
509,862.8173828125,1.968229443359375,5.924217919921875
510,875.2685546875,3.0199521972656247,5.924217919921875
511,875.2685546875,1.968229443359375,1.910626318359375
512,875.2685546875,1.968229443359375,5.924217919921875
513,868.6767578125,1.074704541015625,4.1371442871093755
514,1349.8779296875,1.074704541015625,4.1371442871093755
515,868.6767578125,1.4760583496093749,4.1371442871093755
516,868.6767578125,1.074704541015625,4.322687451171875
517,868.6767578125,1.4760583496093749,4.322687451171875
518,1349.8779296875,1.074704541015625,4.322687451171875
519,1349.8779296875,1.4760583496093749,4.1371442871093755
520,1349.8779296875,1.4760583496093749,4.322687451171875
521,1243.6767578125,2.574654541015625,1.637194287109375
522,974.8779296875,2.574654541015625,1.637194287109375
523,1243.6767578125,2.9760083496093745,1.637194287109375
524,1243.6767578125,2.574654541015625,1.822737451171875
525,1243.6767578125,2.9760083496093745,1.822737451171875
526,974.8779296875,2.574654541015625,1.822737451171875
527,974.8779296875,2.9760083496093745,1.637194287109375
528,974.8779296875,2.9760083496093745,1.822737451171875
529,1431.1767578125,1.824679541015625,5.387119287109376
